,city,lat,lng,country,iso2,admin_name,capital,population,population_proper
339,maurepas,48.76,1.95,France,FR,Île-de-France,,18611,18611
340,meylan,45.2092,5.78,France,FR,Auvergne-Rhône-Alpes,,18573,18573
341,éragny,49.0181,2.0922,France,FR,Île-de-France,,18468,18468
342,hellemmes-lille,50.6167,3.1167,France,FR,Hauts-de-France,,18437,18437
343,juvisy-sur-orge,48.6889,2.3783,France,FR,Île-de-France,,18424,18424
344,chennevières-sur-marne,48.7983,2.5339,France,FR,Île-de-France,,18367,18367
345,écully,45.7753,4.7783,France,FR,Auvergne-Rhône-Alpes,,18361,18361
346,cran-gévrier,45.9097,6.1107,France,FR,Auvergne-Rhône-Alpes,,18330,18330
347,carrières-sous-poissy,48.9486,2.0394,France,FR,Île-de-France,,18316,18316
348,rosendaël,51.0413,2.4037,France,FR,Hauts-de-France,,18272,18272
349,fâches-thumesnil,50.5994,3.0744,France,FR,Hauts-de-France,,18110,18110
350,soisy-sous-montmorency,48.9886,2.3006,France,FR,Île-de-France,,18008,18008
351,bischheim,48.6144,7.7528,France,FR,Grand Est,,17939,17939
352,garches,48.8461,2.1889,France,FR,Île-de-France,,17898,17898
353,hendaye,43.36,-1.77,France,FR,Nouvelle-Aquitaine,,17796,17796
354,floirac,44.8375,-0.5247,France,FR,Nouvelle-Aquitaine,,17749,17749
355,limay,48.9942,1.7367,France,FR,Île-de-France,,17626,17626
356,boissy-saint-léger,48.7511,2.5106,France,FR,Île-de-France,,17570,17570
357,le pontet,43.965,4.8606,France,FR,Provence-Alpes-Côte d’Azur,,17551,17551
358,chamalières,45.7744,3.0678,France,FR,Auvergne-Rhône-Alpes,,17454,17454
359,bry-sur-marne,48.8411,2.5222,France,FR,Île-de-France,,17400,17400
360,les clayes-sous-bois,48.8167,1.9833,France,FR,Île-de-France,,17237,17237
361,l’isle-d’abeau,45.6233,5.2305,France,FR,Auvergne-Rhône-Alpes,,17206,17206
362,jouy-le-moutier,49.0117,2.0397,France,FR,Île-de-France,,17175,17175
363,cluses,46.0611,6.5794,France,FR,Auvergne-Rhône-Alpes,,17164,17164
364,firminy,45.3889,4.2878,France,FR,Auvergne-Rhône-Alpes,,17137,17137
365,lons-le-saunier,46.6753,5.5544,France,FR,Bourgogne-Franche-Comté,minor,17043,17043
366,saint-égrève,45.2325,5.6836,France,FR,Auvergne-Rhône-Alpes,,16995,16995
367,viroflay,48.8,2.167,France,FR,Île-de-France,,16960,16960
368,octeville,49.6269,-1.6431,France,FR,Normandie,,16948,16948
369,le pré-saint-gervais,48.8833,2.4,France,FR,Île-de-France,,16865,16865
370,saint-jean-de-la-ruelle,47.9139,1.8745,France,FR,Centre-Val de Loire,,16594,16594
371,marly-le-roi,48.8675,2.0947,France,FR,Île-de-France,,16531,16531
372,domont,49.0283,2.3275,France,FR,Île-de-France,,16078,16078
373,vauréal,49.0353,2.0328,France,FR,Île-de-France,,16034,16034
374,orsay,48.6993,2.1875,France,FR,Île-de-France,,16007,16007
375,saint-leu-la-forêt,49.0175,2.2472,France,FR,Île-de-France,,15979,15979
376,verneuil-sur-seine,48.9806,1.9747,France,FR,Île-de-France,,15914,15914
377,petite-synthe,51.0194,2.3467,France,FR,Hauts-de-France,,15911,15911
378,saint-julien-en-genevois,46.1436,6.0811,France,FR,Auvergne-Rhône-Alpes,minor,15840,15840
379,le pecq,48.8969,2.1069,France,FR,Île-de-France,,15832,15832
380,le vésinet,48.8923,2.1331,France,FR,Île-de-France,,15646,15646
381,lucé,48.4389,1.4658,France,FR,Centre-Val de Loire,,15602,15602
382,wattignies,50.5856,3.0439,France,FR,Hauts-de-France,,15531,15531
383,noisiel,48.8547,2.6289,France,FR,Île-de-France,,15461,15461
384,bois-d’arcy,48.8,2.03,France,FR,Île-de-France,,15435,15435
385,rive-de-gier,45.5303,4.6178,France,FR,Auvergne-Rhône-Alpes,,15214,15214
386,saint-brice-sous-forêt,48.9992,2.3578,France,FR,Île-de-France,,15209,15209
387,francheville,45.7364,4.7636,France,FR,Auvergne-Rhône-Alpes,,15204,15204
388,longwy,49.52,5.7606,France,FR,Grand Est,,15191,15191
389,vesoul,47.6231,6.1558,France,FR,Bourgogne-Franche-Comté,minor,15130,15130
390,montargis,47.9978,2.7333,France,FR,Centre-Val de Loire,minor,15061,15061
391,carrières-sur-seine,48.9108,2.2889,France,FR,Île-de-France,,15038,15038
392,ramonville-saint-agne,43.5434,1.4787,France,FR,Occitanie,,14949,14949
393,castanet-tolosan,43.5164,1.4989,France,FR,Occitanie,,14903,14903
394,le raincy,48.9,2.5167,France,FR,Île-de-France,minor,14877,14877
395,le bourget,48.9353,2.4256,France,FR,Île-de-France,,14832,14832
396,illzach,47.7831,7.3486,France,FR,Grand Est,,14829,14829
397,montmagny,48.9744,2.3467,France,FR,Île-de-France,,14775,14775
398,villers-lès-nancy,48.6731,6.1547,France,FR,Grand Est,,14761,14761
399,haubourdin,50.6097,2.9878,France,FR,Hauts-de-France,,14757,14757
400,dinan,48.4564,-2.0489,France,FR,Bretagne,minor,14675,14675
401,lognes,48.836,2.6278,France,FR,Île-de-France,,14650,14650
402,saint-maurice,48.8156,2.4592,France,FR,Île-de-France,,14603,14603
403,verrières-le-buisson,48.7464,2.2674,France,FR,Île-de-France,,14597,14597
404,arnouville-lès-gonesse,48.9878,2.4175,France,FR,Île-de-France,,14585,14585
405,saint-genis-pouilly,46.2437,6.025,France,FR,Auvergne-Rhône-Alpes,,14558,14558
406,les sables-d’olonne,46.4972,-1.7833,France,FR,Pays de la Loire,minor,14545,14545
407,montesson,48.9085,2.1496,France,FR,Île-de-France,,14511,14511
408,valenton,48.745,2.4672,France,FR,Île-de-France,,14482,14482
409,chenôve,47.2917,5.0081,France,FR,Bourgogne-Franche-Comté,,14445,14445
410,bois-guillaume,49.4614,1.1092,France,FR,Normandie,,14262,14262
411,auray,47.6686,-2.9814,France,FR,Bretagne,,14222,14222
412,persan,49.1542,2.2719,France,FR,Île-de-France,,13996,13996
413,fleury-mérogis,48.63,2.362,France,FR,Île-de-France,,13983,13983
414,audincourt,47.4836,6.8403,France,FR,Bourgogne-Franche-Comté,,13944,13944
415,montévrain,48.875,2.7456,France,FR,Île-de-France,,13934,13934
416,billère,43.3031,-0.3906,France,FR,Nouvelle-Aquitaine,,13866,13866
417,lys-lès-lannoy,50.6722,3.2153,France,FR,Hauts-de-France,,13793,13793
418,avon,48.4097,2.7161,France,FR,Île-de-France,,13660,13660
419,vaires-sur-marne,48.8667,2.65,France,FR,Île-de-France,,13518,13518
420,courcouronnes,48.6239,2.4294,France,FR,Île-de-France,,13490,13490
421,fontenay-le-fleury,48.8144,2.0494,France,FR,Île-de-France,,13455,13455
422,anzin,50.3722,3.505,France,FR,Hauts-de-France,,13422,13422
423,ostwald,48.5425,7.7103,France,FR,Grand Est,,13310,13310
424,outreau,50.7044,1.5947,France,FR,Hauts-de-France,,13270,13270
425,andrésy,48.9817,2.0592,France,FR,Île-de-France,,13230,13230
426,morangis,48.7055,2.3326,France,FR,Île-de-France,,13211,13211
427,kingersheim,47.7922,7.3386,France,FR,Grand Est,,13178,13178
428,mouvaux,50.7039,3.1414,France,FR,Hauts-de-France,,13173,13173
429,saint-andré,50.6608,3.045,France,FR,Hauts-de-France,,12942,12942
430,saint-andré-les-vergers,48.2806,4.0547,France,FR,Grand Est,,12775,12775
431,bayeux,49.2794,-0.7028,France,FR,Normandie,minor,12775,12775
432,beausoleil,43.7425,7.4244,France,FR,Provence-Alpes-Côte d’Azur,,12674,12674
433,l’union,43.6575,1.4853,France,FR,Occitanie,,12358,12358
434,bully-les-mines,50.4425,2.7253,France,FR,Hauts-de-France,,12221,12221
435,riedisheim,47.7489,7.3675,France,FR,Grand Est,,12163,12163
436,marly,50.349,3.545,France,FR,Hauts-de-France,,12024,12024
437,craponne,45.7453,4.7233,France,FR,Auvergne-Rhône-Alpes,,11903,11903
438,talant,47.3372,5.0064,France,FR,Bourgogne-Franche-Comté,,11894,11894
439,épinay-sous-sénart,48.6948,2.5147,France,FR,Île-de-France,,11869,11869
440,le relecq-kerhuon,48.4092,-4.3956,France,FR,Bretagne,,11791,11791
441,villecresnes,48.7214,2.5342,France,FR,Île-de-France,,11779,11779
442,hœnheim,48.625,7.7553,France,FR,Grand Est,,11469,11469
443,vitry-le-françois,48.7256,4.5853,France,FR,Grand Est,minor,11454,11454
444,enghien-les-bains,48.9697,2.3081,France,FR,Île-de-France,,11440,11440
445,méricourt,50.4031,2.8667,France,FR,Hauts-de-France,,11431,11431
446,yvetot,49.62,0.75,France,FR,Normandie,,11385,11385
447,dugny,48.95,2.4167,France,FR,Île-de-France,,11328,11328
448,bruay-sur-l’escaut,50.3989,3.5403,France,FR,Hauts-de-France,,11309,11309
449,saint-germain-lès-arpajon,48.5946,2.2558,France,FR,Île-de-France,,11305,11305
450,arpajon,48.5901,2.2476,France,FR,Île-de-France,,11281,11281
451,arcachon,44.65,-1.17,France,FR,Nouvelle-Aquitaine,minor,11259,11259
452,saint-jean,43.6664,1.5058,France,FR,Occitanie,,11243,11243
453,marquette-lès-lille,50.6764,3.0667,France,FR,Hauts-de-France,,11213,11213
454,cesson,48.5633,2.6053,France,FR,Île-de-France,,11140,11140
455,stiring-wendel,49.2,6.93,France,FR,Grand Est,,11067,11067
456,maromme,49.4825,1.0428,France,FR,Normandie,,11024,11024
457,ferney-voltaire,46.2558,6.1081,France,FR,Auvergne-Rhône-Alpes,,10920,10920
458,bondoufle,48.6145,2.3807,France,FR,Île-de-France,,10862,10862
459,le pont-de-claix,45.1289,5.6989,France,FR,Auvergne-Rhône-Alpes,,10805,10805
460,épinay-sur-orge,48.6726,2.3239,France,FR,Île-de-France,,10760,10760
461,déville-lès-rouen,49.47,1.05,France,FR,Normandie,,10745,10745
462,chanteloup-les-vignes,48.9792,2.0319,France,FR,Île-de-France,,10735,10735
463,voisins-le-bretonneux,48.7592,2.0517,France,FR,Île-de-France,,10721,10721
464,ville-d’avray,48.8261,2.1933,France,FR,Île-de-France,,10694,10694
465,beaumont,45.7525,3.0836,France,FR,Auvergne-Rhône-Alpes,,10650,10650
466,flers-lez-lille,50.6333,3.1333,France,FR,Hauts-de-France,,10561,10561
467,tinqueux,49.2509,3.9918,France,FR,Grand Est,,10552,10552
468,ormesson-sur-marne,48.7858,2.5383,France,FR,Île-de-France,,10540,10540
469,pierre-bénite,45.7036,4.8242,France,FR,Auvergne-Rhône-Alpes,,10515,10515
470,clermont,49.3797,2.4133,France,FR,Hauts-de-France,minor,10475,10475
471,thorigny-sur-marne,48.8788,2.7075,France,FR,Île-de-France,,10405,10405
472,croissy-sur-seine,48.8783,2.1433,France,FR,Île-de-France,,10399,10399
473,villeneuve-tolosane,43.5247,1.3425,France,FR,Occitanie,,10369,10369
474,avranches,48.685,-1.3556,France,FR,Normandie,minor,10240,10240
475,pfastatt,47.7697,7.3025,France,FR,Grand Est,,10237,10237
476,igny,48.7421,2.2261,France,FR,Île-de-France,,10213,10213
477,oignies,50.47,2.9944,France,FR,Hauts-de-France,,10210,10210
478,gaillard,46.1858,6.2083,France,FR,Auvergne-Rhône-Alpes,,10175,10175
479,neuville-en-ferrain,50.7472,3.1589,France,FR,Hauts-de-France,,10160,10160
480,caudebec-lès-elbeuf,49.2817,1.0222,France,FR,Normandie,,10135,10135
481,saint-max,48.7017,6.2072,France,FR,Grand Est,,10073,10073
482,villerupt,49.4697,5.9286,France,FR,Grand Est,,10069,10069
483,auchel,50.5086,2.4744,France,FR,Hauts-de-France,,10062,10062
484,vernouillet,48.9728,1.9842,France,FR,Île-de-France,,10025,10025
485,aniche,50.3306,3.2519,France,FR,Hauts-de-France,,9997,9997
486,eybens,45.1494,5.7508,France,FR,Auvergne-Rhône-Alpes,,9974,9974
487,fosses,49.0989,2.5075,France,FR,Île-de-France,,9929,9929
488,maxéville,48.7122,6.1639,France,FR,Grand Est,,9921,9921
489,montigny-en-gohelle,50.4286,2.9308,France,FR,Hauts-de-France,,9870,9870
490,grigny,45.6092,4.7906,France,FR,Auvergne-Rhône-Alpes,,9851,9851
491,darnétal,49.4453,1.1519,France,FR,Normandie,,9738,9738
492,serris,48.8456,2.7878,France,FR,Île-de-France,,9706,9706
493,sallaumines,50.4203,2.8631,France,FR,Hauts-de-France,,9650,9650
494,neuville-lès-dieppe,49.9267,1.1014,France,FR,Normandie,,9616,9616
495,beaumont-sur-oise,49.1431,2.2872,France,FR,Île-de-France,,9590,9590
496,leers,50.6825,3.2447,France,FR,Hauts-de-France,,9588,9588
497,ézanville,49.0286,2.3617,France,FR,Île-de-France,,9573,9573
498,pérols,43.5658,3.9511,France,FR,Occitanie,,9561,9561
499,crosne,48.7164,2.458,France,FR,Île-de-France,,9532,9532
500,quincy-sous-sénart,48.6714,2.5407,France,FR,Île-de-France,,9477,9477
501,jarville-la-malgrange,48.67,6.2067,France,FR,Grand Est,,9374,9374
502,aucamville,43.6697,1.4311,France,FR,Occitanie,,9349,9349
503,hagondange,49.255,6.1686,France,FR,Grand Est,,9321,9321
504,le crès,43.6481,3.9397,France,FR,Occitanie,,9295,9295
505,bures-sur-yvette,48.6969,2.1639,France,FR,Île-de-France,,9254,9254
506,évian-les-bains,46.3833,6.5833,France,FR,Auvergne-Rhône-Alpes,,9214,9214
507,ville-la-grand,46.2031,6.2475,France,FR,Auvergne-Rhône-Alpes,,9169,9169
508,beauchamp,49.0144,2.1906,France,FR,Île-de-France,,9158,9158
509,magny-le-hongre,48.8631,2.8133,France,FR,Île-de-France,,9064,9064
510,bougival,48.8667,2.1333,France,FR,Île-de-France,,9031,9031
511,tomblaine,48.6833,6.2167,France,FR,Grand Est,,9019,9019
512,le portel,50.7075,1.5744,France,FR,Hauts-de-France,,8897,8897
513,fontaine-lès-dijon,47.3433,5.0206,France,FR,Bourgogne-Franche-Comté,,8847,8847
514,boucau,43.5244,-1.4853,France,FR,Nouvelle-Aquitaine,,8809,8809
515,essey-lès-nancy,48.7067,6.2231,France,FR,Grand Est,,8782,8782
516,wingles,50.4947,2.8561,France,FR,Hauts-de-France,,8742,8742
517,montlhéry,48.6392,2.2722,France,FR,Île-de-France,,8670,8670
518,l’île-saint-denis,48.9333,2.3333,France,FR,Île-de-France,,8664,8664
519,vaucresson,48.8392,2.1578,France,FR,Île-de-France,,8566,8566
520,la salvetat-saint-gilles,43.5769,1.2722,France,FR,Occitanie,,8524,8524
521,pérenchies,50.6686,2.9731,France,FR,Hauts-de-France,,8519,8519
522,saint-aubin-lès-elbeuf,49.2991,1.0127,France,FR,Normandie,,8428,8428
523,groslay,48.9875,2.3453,France,FR,Île-de-France,,8416,8416
524,le plessis-bouchard,49.0033,2.2375,France,FR,Île-de-France,,8393,8393
525,meythet,45.9156,6.0936,France,FR,Auvergne-Rhône-Alpes,,8327,8327
526,terrenoire,45.4343,4.4377,France,FR,Auvergne-Rhône-Alpes,,8317,8317
527,harfleur,49.5072,0.1989,France,FR,Normandie,,8315,8315
528,carbon-blanc,44.8958,-0.5053,France,FR,Nouvelle-Aquitaine,,8300,8300
529,courcelles-les-lens,50.4186,3.0189,France,FR,Hauts-de-France,,8213,8213
530,bihorel,49.4553,1.1169,France,FR,Normandie,,8199,8199
531,la tour-du-pin,45.565,5.4444,France,FR,Auvergne-Rhône-Alpes,minor,8138,8138
532,souffelweyersheim,48.6356,7.7417,France,FR,Grand Est,,8120,8120
533,billy-montigny,50.4519,2.9128,France,FR,Hauts-de-France,,8117,8117
534,la ville-du-bois,48.6611,2.2687,France,FR,Île-de-France,,8080,8080
535,coulaines,48.0267,0.2042,France,FR,Pays de la Loire,,8003,8003
536,boussy-saint-antoine,48.6886,2.5298,France,FR,Île-de-France,,7980,7980
537,le mesnil-esnard,49.4117,1.1428,France,FR,Normandie,,7980,7980
538,talange,49.2372,6.175,France,FR,Grand Est,,7938,7938
539,cappelle-la-grande,50.999,2.364,France,FR,Hauts-de-France,,7899,7899
540,beauzelle,43.6664,1.3783,France,FR,Occitanie,,7656,7656
541,vaujours,48.9333,2.5667,France,FR,Île-de-France,,7478,7478
542,saint-germain-lès-corbeil,48.6205,2.4879,France,FR,Île-de-France,,7472,7472
543,terville,49.3453,6.1347,France,FR,Grand Est,,7456,7456
544,waziers,50.387,3.113,France,FR,Hauts-de-France,,7354,7354
545,huningue,47.5919,7.5844,France,FR,Grand Est,,7339,7339
546,villemoisson-sur-orge,48.6618,2.3298,France,FR,Île-de-France,,7120,7120
547,sainte-adresse,49.51,0.08,France,FR,Normandie,,7116,7116
548,guingamp,48.5633,-3.15,France,FR,Bretagne,minor,7105,7105
549,fontaines-sur-saône,45.836,4.845,France,FR,Auvergne-Rhône-Alpes,,7047,7047
550,liancourt,49.3317,2.4661,France,FR,Hauts-de-France,,6983,6983
551,courtry,48.9175,2.6031,France,FR,Île-de-France,,6885,6885
552,gournay-sur-marne,48.8606,2.5772,France,FR,Île-de-France,,6882,6882
553,sathonay-camp,45.8242,4.8747,France,FR,Auvergne-Rhône-Alpes,,6858,6858
554,jacou,43.6614,3.9122,France,FR,Occitanie,,6823,6823
555,beuvrages,50.3867,3.5064,France,FR,Hauts-de-France,,6784,6784
556,égly,48.5798,2.2218,France,FR,Île-de-France,,6756,6756
557,carnoux-en-provence,43.2564,5.5644,France,FR,Provence-Alpes-Côte d’Azur,,6747,6747
558,grenay,50.4528,2.7439,France,FR,Hauts-de-France,,6704,6704
559,luisant,48.4325,1.4772,France,FR,Centre-Val de Loire,,6682,6682
560,noyelles-sous-lens,50.4311,2.8736,France,FR,Hauts-de-France,,6659,6659
561,la bassée,50.5342,2.8081,France,FR,Hauts-de-France,,6622,6622
562,neuves-maisons,48.6169,6.1044,France,FR,Grand Est,,6619,6619
563,la mulatière,45.7281,4.8122,France,FR,Auvergne-Rhône-Alpes,,6595,6595
564,bouffémont,49.0442,2.3,France,FR,Île-de-France,,6584,6584
565,la penne-sur-huveaune,43.2806,5.5158,France,FR,Provence-Alpes-Côte d’Azur,,6569,6569
566,jœuf,49.2306,6.0097,France,FR,Grand Est,,6560,6560
567,cognin,45.563,5.9,France,FR,Auvergne-Rhône-Alpes,,6520,6520
568,la montagne,47.1833,-1.6833,France,FR,Pays de la Loire,,6488,6488
569,bonsecours,49.43,1.13,France,FR,Normandie,,6455,6455
570,saint-alban,43.6928,1.4156,France,FR,Occitanie,,6454,6454
571,l’arbresle,45.8364,4.6178,France,FR,Auvergne-Rhône-Alpes,,6453,6453
572,esbly,48.9067,2.8125,France,FR,Île-de-France,,6402,6402
573,le mesnil-le-roi,48.9375,2.1275,France,FR,Île-de-France,,6322,6322
574,fouquières-lès-lens,50.4294,2.9136,France,FR,Hauts-de-France,,6233,6233
575,la verrière,48.7592,1.9631,France,FR,Île-de-France,,6183,6183
576,ambilly,46.194,6.223,France,FR,Auvergne-Rhône-Alpes,,6166,6166
577,saint-priest-en-jarez,45.475,4.3789,France,FR,Auvergne-Rhône-Alpes,,6164,6164
578,magnanville,48.9681,1.6828,France,FR,Île-de-France,,6155,6155
579,pont-de-chéruy,45.7514,5.1736,France,FR,Auvergne-Rhône-Alpes,,6096,6096
580,menucourt,49.0278,1.9819,France,FR,Île-de-France,,6093,6093
581,ablon-sur-seine,48.7256,2.4211,France,FR,Île-de-France,,5946,5946
582,champagne-au-mont-d’or,45.795,4.791,France,FR,Auvergne-Rhône-Alpes,,5936,5936
583,palavas-les-flots,43.5303,3.9314,France,FR,Occitanie,,5881,5881
584,saintry-sur-seine,48.5962,2.4929,France,FR,Île-de-France,,5829,5829
585,saint-andré-de-la-roche,43.7411,7.2883,France,FR,Provence-Alpes-Côte d’Azur,,5782,5782
586,longueau,49.8708,2.3569,France,FR,Hauts-de-France,,5767,5767
587,le port-marly,48.8967,2.1106,France,FR,Île-de-France,,5608,5608
588,oberhausbergen,48.6072,7.6861,France,FR,Grand Est,,5556,5556
589,heillecourt,48.6531,6.195,France,FR,Grand Est,,5377,5377
590,crégy-lès-meaux,48.9794,2.8792,France,FR,Île-de-France,,5354,5354
591,loison-sous-lens,50.4389,2.8533,France,FR,Hauts-de-France,,5255,5255
592,montaigu,46.9736,-1.3086,France,FR,Pays de la Loire,,5160,5160
593,bassens,45.5756,5.94,France,FR,Auvergne-Rhône-Alpes,,5136,5136
594,grand-fort-philippe,50.99,2.11,France,FR,Hauts-de-France,,4977,4977
595,mandres-les-roses,48.7022,2.5444,France,FR,Île-de-France,,4825,4825
596,la frette-sur-seine,48.975,2.1794,France,FR,Île-de-France,,4621,4621
597,le ban-saint-martin,49.1225,6.1511,France,FR,Grand Est,,4617,4617
598,saint-nicolas,50.3031,2.7781,France,FR,Hauts-de-France,,4603,4603
599,villiers-sur-orge,48.6574,2.3001,France,FR,Île-de-France,,4584,4584
600,cap-d’ail,43.7219,7.4064,France,FR,Provence-Alpes-Côte d’Azur,,4508,4508
601,nilvange,49.3428,6.0508,France,FR,Grand Est,,4394,4394
602,leuville-sur-orge,48.6175,2.2658,France,FR,Île-de-France,,4304,4304
603,jacob-bellecombette,45.5582,5.91,France,FR,Auvergne-Rhône-Alpes,,4181,4181
604,valras-plage,43.2478,3.2917,France,FR,Occitanie,,4167,4167
605,avesnes-sur-helpe,50.1244,3.9267,France,FR,Hauts-de-France,minor,4118,4118
606,ascq,50.6167,3.1667,France,FR,Hauts-de-France,,3999,3999
607,longeville-lès-metz,49.1153,6.1361,France,FR,Grand Est,,3960,3960
608,neuville-saint-rémy,50.1883,3.2231,France,FR,Hauts-de-France,,3912,3912
609,toufflers,50.6617,3.2303,France,FR,Hauts-de-France,,3910,3910
610,mareil-marly,48.8825,2.0775,France,FR,Île-de-France,,3826,3826
611,lourches,50.315,3.356,France,FR,Hauts-de-France,,3814,3814
612,beaulieu-sur-mer,43.705,7.33,France,FR,Provence-Alpes-Côte d’Azur,,3796,3796
613,sochaux,47.52,6.83,France,FR,Bourgogne-Franche-Comté,,3795,3795
614,bergues,50.9692,2.435,France,FR,Hauts-de-France,,3561,3561
615,barby,45.5722,5.9784,France,FR,Auvergne-Rhône-Alpes,,3553,3553
616,fort-mardyck,51.031,2.3061,France,FR,Hauts-de-France,,3426,3426
617,neauphle-le-château,48.8153,1.9031,France,FR,Île-de-France,,3340,3340
618,saint-mammès,48.3893,2.808,France,FR,Île-de-France,,3302,3302
619,les noës-près-troyes,48.3031,4.0419,France,FR,Grand Est,,3267,3267
620,pont-à-vendin,50.4744,2.8894,France,FR,Hauts-de-France,,3136,3136
621,rouelles,49.5208,0.1608,France,FR,Normandie,,3066,3066
622,paimbœuf,47.2833,-2.0333,France,FR,Pays de la Loire,,3015,3015
623,courchelettes,50.34,3.06,France,FR,Hauts-de-France,,2881,2881
624,éleu-dit-leauwette,50.4217,2.8119,France,FR,Hauts-de-France,,2829,2829
625,port-louis,47.7072,-3.3519,France,FR,Bretagne,,2679,2679
626,sainte-foy-la-grande,44.84,0.22,France,FR,Nouvelle-Aquitaine,,2615,2615
